,level_0,index,text,Corrective,Adaptive,Perfective
819,819,1819,    perf report: merge al->filtered with hist_entry->filtered          i.e. don't drop al->filtered entries  create the hist_entries and use     its ->filtered bitmap  that is kept with the same semantics for its     bitmap  leaving the filtering to be done at the hist_entry level  i.e.     in the uis.          this will allow zooming in/out the filters.          signed-off-by: nam,0,0,1
820,820,131,    v4l/dvb (11723): link firmware to physical device          use the physical device rather than the i2c adapter as the reference     device when loading firmwares. this will prevent the sysfs name     collision with i2c-dev that has been reported many times.          i may have missed other drivers which need the same fix.          signed-off-by: jean delvare <khali@linux-fr.org,1,0,1
821,821,190,    implement checks for conditionally bridged types when performing a bridged conversion between array types. (rdar://problem/16540403)          swift svn r17660 ,0,1,0
822,822,2021,    adding a more robust and extendable cache plugin ,0,1,1
823,823,296,    rename nogradient -> notdifferentiable  to make it clear     about when it should be used.          keep the old name around for temporary backwards compatibility.     change: 132700646 ,0,0,1
824,824,832,    [frameworkbundle] implemented asset packages ,0,1,0
825,825,429,    rename jscallinvoker{ holder} to callinvoker{ holder}          summary:     ## motivation     the concept behind jscallinvoker doesn't necessarily have to apply only to the js thread. on android  we need to re-use this abstraction to allow execution of async method calls on the nativemodules thread.          reviewed by: petetheheat          differential revision: d17377313    ,0,0,1
826,826,331,    workbench grid layout behind flag (#63066)          * partially functioning grid view          * lots of toggling behavior and editor restore          * dimension changes          * restore layout and fix titlebar          * fix view dimensions on toggle/move          * increase timeout for debug config          * undo unnecessary changes to css          * put grid layout behin,1,0,1
827,827,635,"    scripts/spelling.txt: add ""followings"" pattern and fix typo instances          fix typos and add the following to the scripts/spelling.txt:            followings||following          while we are here  add a missing colon in the boilerplate in dt binding     documents.  the ""you soc"" in allwinner sunxi-pinctrl.txt was fixed as     well.          i reworded ""as the followings:"" t",1,0,0
828,828,1050,"    hardening against nulls for deserialization.          when one attempts to populate data structures via     deserialization  nulls tend to show up in unlikely or     ""impossible"" places. now there are a few fewer. ",0,0,1
829,829,1619,    [internal] remove operationrouting abstraction          this commit removes the unneeded operationrouting interface and flattens     the package structure inside cluster.routing ,0,0,1
830,830,604,    iwlwifi: mvm: use fast balance scan in case of dcm mode with p2p go          currently in case of dcm with p2p go where bss dtim interval < 220 msec     the fw fails to allocate events for the p2p go dtim due to long passive     scan events.          fix this by requesting all scans in this scenario to be fragmented with     fast balance scan time settings.  the only exception ,1,0,0
831,831,1556,    refactor(lifecycleevent): remove lifecycleevent          fixes #3924          breaking change          the `lifecycle` configuration for directive has been dropped.          before              // dart         @component({lifecycle: const [lifecycleevent.onchanges]  ...})         class mycomponent implements onchanges {           void onchanges() {...}         }              //,1,0,1
832,832,1236,    x86: move prefill_possible_map calling early          call it right after we are done with madt/mptable handling  instead of     doing that in setup_per_cpu_areas() later on...          this way for_possible_cpu() can be used early.          signed-off-by: yinghai lu <yhlu.kernel@gmail.com>     signed-off-by: ingo molnar <mingo@elte.hu> ,0,0,1
833,833,721,    debt: remove dead code ,0,0,1
834,834,1887,    refactor user delete endpoint  fix tests          suppress stripe error logs during testing ,0,0,1
835,835,307,    optionsmodel cleanup          - cleanup optionsmodel before adding new proxy options     - place socks version stuff below proxy port (ip  port  socks version)     - simplyfy some parts of the code (e.g. don't check ip and port  as this       is done in optionsdialog anyway  remove unneeded {} in switch/case)     - small cosmetic changes in the header for better readability ,0,0,1
836,836,811,    sky2: convert to new vlan model (v0.2)          this converts sky2 to new vlan offload flags control via ethtool.     it also allows for transmit offload of vlan tagged frames which     was not possible before.          signed-off-by: stephen hemminger <shemminger@vyatta.com>     reviewed-by: jesse gross <jesse@nicira.com>     signed-off-by: david s. miller <davem@davemloft.net,0,1,0
837,837,263,    locking/atomics: coccinelle/treewide: convert trivial access_once() patterns to read_once()/write_once()          please do not apply this to mainline directly  instead please re-run the     coccinelle script shown below and apply its output.          for several reasons  it is desirable to use {read write}_once() in     preference to access_once()  and new code is expected to ,0,0,1
838,838,1800,    uhci-hub: use usb_dt_hub          fix  using the  bare numbers to set the 'bhubcharacteristics' field of the hub     descriptor while the values are #define'd in <linux/usb/ch11.h>.          signed-off-by: sergei shtylyov <sergei.shtylyov@cogentembedded.com>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,1,0,0
839,839,1342,    spi: drop owner assignment from spi_drivers          an spi_driver does not need to set an owner  it will be populated by the     driver core.          signed-off-by: andrew f. davis <afd@ti.com>     acked-by: jonathan cameron <jic23@kernel.org>     signed-off-by: mark brown <broonie@kernel.org> ,0,0,1
840,840,1572,    scripted-diff: replace ccriticalsection with recursivemutex          -begin verify script-      # delete outdated alias for recursivemutex      sed -i -e '/ccriticalsection/d'                 ./src/sync.h      # replace use of outdated alias with recursivemutex      sed -i -e 's/ccriticalsection/recursivemutex/g' $(git grep -l ccriticalsection)     -end verify script- ,0,0,1
841,841,744,    jffs2: retry large buffer allocations          replace direct call to kmalloc for a potentially large  contiguous     buffer allocation with one to mtd_kmalloc_up_to which helps ensure the     operation can succeed under low-memory  highly- fragmented situations     albeit somewhat more slowly.          signed-off-by: grant erickson <marathon96@gmail.com>     signed-off-by: art,0,0,1
842,842,1067,    dockerinit: drop capabilities          drop capabilities in dockerinit instead of with lxc utils  since     libvirt-lxc doesn't support it.          this will also be needed for machine container mode  since dockerinit     needs cap_sys_admin to setup /dev/console correctly. ,0,0,1
843,843,1520,    ib/mlx5: add proper representors support          this commit adds full support for ib representor:          1) representors profile  we add two new profiles:        nic_rep_profile - this profile will be used to create an ib device that        represents the pf/uplink.        rep_profile - this profile will be used to create an ib device that        represents vfs. each vf wil,0,1,0
844,844,95,    sh: sprinkle __uses_jump_to_uncached          fix some callers of jump_to_uncached() and back_to_cached() that were     not annotated with __uses_jump_to_uncached.          signed-off-by: matt fleming <matt@console-pimps.org>     signed-off-by: paul mundt <lethal@linux-sh.org> ,1,0,0
845,845,837,    [scsi] libfc: fix fc_eh_host_reset          current fc_eh_host_reset leaves lport offline     permanently  due to flogi response getting     handled by logo response from last reset as both     had same exchange id.          so fix this by having end to end exches clean-up     using exchange abort along exches reset     done from fc_eh_host_reset. this would avoid     exchanges,1,0,0
846,846,1049,    use - as the prefix so we don't conflict with namespaces          the decision was made around:     https://gitlab.com/gitlab-org/gitlab-ce/issues/26407#note_30624641 ,1,0,1
847,847,1251,    fixed e221 pep8 warnings. ,0,0,1
848,848,1639,    added `bounds` payload to tray `clicked` event          used [shell_notifyicongetrect function](https://msdn.microsoft.com/en-us/library/windows/desktop/dd378426) to get the bounds of the application's tray icon.     note: only works with windows 7 and later.          related to #1159  #1500. ,0,1,0
849,849,381,    remove case sensitive duplicate dir in vendor          signed-off-by: tonis tiigi <tonistiigi@gmail.com> ,0,0,1
850,850,1829,    bluetooth: add close() callback to l2cap_chan_ops          close() calls l2cap_sock_kill() on l2cap_sock.c          signed-off-by: gustavo f. padovan <padovan@profusion.mobi> ,0,1,0
851,851,1364,    added view component tag helper code generator. (#5195)          this addresses #1051. there is one more pull request that needs to be completed/merged (for `compositetaghelperdescriptorresolver` and friends). after that  runtime should work! ,0,1,0
852,852,615,    js static properties:fix multi-file references+merging ,1,0,0
853,853,1360,    mtd/jffs2: remove cvs keywords          once upon a time  the mtd repository was using cvs.          this patch therefore removes all usages of the no longer updated cvs     keywords from the mtd code.          this also includes code that printed them to the user.          signed-off-by: adrian bunk <bunk@kernel.org>     signed-off-by: david woodhouse <dwmw2@infradead.org> ,0,0,1
854,854,1821,    sql: move metrics tracking inside planexecutor (#38259)          move metrics in one place  from the transport layer inside the     planexecutor     remove unused class          close #38258 ,0,0,1
855,855,72,    two different indexes with the same nested object name causing arrayindexoutofboundsexception  closes #1575. ,1,0,0
856,856,535,    make much of the workspaces layer portable.          this change splits the workspaces layer into two parts  mirroring the portable/desktop split that the compilers did. the core parts of the workspaces layer (managing documents and projects  formatting  some refactoring  code fixes) is kept in the portable subset  with a few non-portable pieces remaining  notably msbuild suppo,0,0,1
857,857,1547,    warn when 'scalespagetofit' prop is used          summary:     @public          the `wkwebview` class doesn't expose a `scalespagetofit` property  unlike `uiwebview`. therefore  the `scalespagetofit` rn prop is be a bit tricky to implement with `wkwebview`.          for the time being  this diff adds warnings to `<webview/>` whenever `usewebkit={true}` and `scalespagetofit` is ,0,1,0
858,858,1244,    sparse irq_desc[] array: core kernel and x86 changes          impact: new feature          problem on distro kernels: irq_desc[nr_irqs] takes megabytes of ram with     nr_cpus set to large values. the goal is to be able to scale up to much     larger nr_irqs value without impacting the (important) common case.          to solve this  we generalize irq_desc[nr_irqs] to an (optio,0,1,1
859,859,407,    add stubs for various intl functions          closes gh-4819     - add stubs for idn functions     - add stubs for grapheme functions     - add stubs for spoofchecker     - add stubs for normalizer     - add stubs for resourcebundle     - fix arginfos     - add support for union return types     - fix arginfo for resourcebundle_create() ,1,1,0
860,860,1219,    closes si-6358. move accessor generation for lazy vals to typers.          until now lazy accessors were handled somehow special because their symbol was created in typers but the corresponding tree was only added in refchecks. this irregularity caused serious problems for value classes. also it now looks just better when lazy value is treated in a similar way as other fields. ,0,0,1
861,861,1080,    sql: implement null safe equality operator `<=>` (#35873)          this operator handles nulls in different way than the normal `=`.     if one of the operants is `null` and the other not it returns `false`.     if both operants are `null` it returns `true`. therefore in contrary to     `=`  which returns `null` if at least one of the operants is `null`  this one     never retu,0,0,1
862,862,1803,"    sql: introduce the columnar option for rest requests (#39287)          * add ""columnar"" option for rest requests (but be lenient for non-""plain""     modes) for json  yaml  smile and cbor formats.     * updated documentation ",0,1,1
863,863,1676,    [action] add force-with-lease to push_to_git_remote (#13098)          * adding support for --force-with-lease          * correcting whitespace error for force-with-lease          * replaced is_string:false with type:boolean and added tests ,1,1,0
864,864,2010,    add frozen_string_literal to spec/lib (part 1)          using the sed script from     https://gitlab.com/gitlab-org/gitlab-ce/issues/59758 ,0,1,0
865,865,1177,    remove obsolete stuff ,0,0,1
866,866,870,    log: add --show-linear-break to help see non-linear history          option explanation is in rev-list-options.txt. the interaction with -z     is left undecided.          signed-off-by: nguyễn thái ngọc duy <pclouds@gmail.com>     signed-off-by: junio c hamano <gitster@pobox.com> ,1,0,0
867,867,1953,    fix some fixmes  see #3192          - remove some outdated ones (which were already fixed but not removed)     - make socket options fully configurable in nettytransport     - also apply socket options to outbound connections  not only the listen       socket     - remove timeout from taking the lock in repointableactorref  because we       cannot afford to lose system messages,1,1,1
868,868,1412,    ixgbevf: indicate removal state explicitly          add a bit  __ixgbevf_removing  to indicate that the module is being     removed. the __ixgbevf_down bit had been overloaded for this purpose      but that leads to trouble. a few places now check both __ixgbevf_down     and __ixgbevf_removing.          signed-off-by: mark rustad <mark.d.rustad@intel.com>     tested-by: phil sc,1,0,0
869,869,1601,    [spark-16294][sql] labelling support for the include_example jekyll plugin          ## what changes were proposed in this pull request?          this pr adds labelling support for the `include_example` jekyll plugin  so that we may split a single source file into multiple line blocks with different labels  and include them in multiple code snippets in the generated html page.  ,0,1,0
870,870,1421,    serveless implementation using aws compute engine and serverless framework ,0,1,0
871,871,1694,    uv: upgrade to v0.11.13          this commit changes src/tcp_wrap.cc and src/udp_wrap.cc just enough to     get by (i.e. to compile and function correctly.)          the new libuv api allows for more cleanup and deduplication but i'm     saving that for another day. ,0,0,1
872,872,99,    minor bug fix  missing const in method signature ,1,0,0
873,873,1245,    refactoring(query editors): broke out metric segment ,0,0,1
874,874,1362,    [minor][core] leverage modified utils.classforname to reduce scalastyle off for class.forname          ## what changes were proposed in this pull request?          this patch modifies utils.classforname to have optional parameters - initialize  nosparkclassloader - to let callers of class.forname with thread context classloader to use it instead. this helps to reduce scalastyle,0,0,1
875,875,1805,"    add ability to associate an id with tasks  (#27764)          adds support for capturing the x-opaque-id header from a rest request and storing it's value in the tasks that this request started. it works for all user-initiated tasks (not only search).          closes #23250          usage:     ```     $ curl -h ""x-opaque-id: imotov"" -h ""foo:bar"" ""localhost:9200/_tasks?pretty&gro",0,1,0
876,876,1940,    add sorting options for /users api (admin only)          signed-off-by: dmitriy zaporozhets <dmitriy.zaporozhets@gmail.com> ,0,1,0
877,877,645,    irq: replace loop with nr_irqs with for_each_irq_desc          there are a handful of loops that go from 0 to nr_irqs and use     get_irq_desc() on them. these would allocate all the irq_desc     entries  regardless of the need for them.          use the smarter for_each_irq_desc() iterator that will only iterate     over the present ones.          v2: make sure arch without ge,0,0,1
878,878,39,"    staging: rtl8723au: core: avoid bitwise arithmetic with forced endianness          this fixes bitwise arithmetic performed on the host on a variable     previously converted to little-endian  and subsequently converted     again to little-endian:       - issue_action_ba23a() called with ""status"" crafted in host byte order       - ""status"" converted to le       - bitwise arithme",1,0,0
879,879,507,    regmap: add mmio bus support          this is a basic memory-mapped-io bus for regmap. it has the following     features and limitations:          * registers themselves may be 8  16  32  or 64-bit. 64-bit is only       supported on 64-bit platforms.     * register offsets are limited to precisely 32-bit.     * io is performed using readl/writel  with no provision for using the,0,1,0
880,880,177,"    introduce `actiondispatch::routing::consoleformatter::base`          - create `base` and inherit `sheet` and `expanded` in order to     - prevent code duplication.       - remove trailing ""\n"" for components of `expanded`.       - there is no need for `expanded#header` to return `@buffer` so return `nil` instead.          - change `no_routes` message ""no routes were found for t",0,1,1
881,881,560,"    drm/syncobj: add a reset ioctl (v3)          this just resets the dma_fence to null so it looks like it's never been     signaled.  this will be useful once we add the new wait api for allowing     wait on ""submit and signal"" behavior.          v2:      - take an array of sync objects (dave airlie)     v3:      - throw -einval if pad != 0          signed-off-by: jason ekstrand ",0,1,0
882,882,784,"    fix typos concerning ""initiali[zs]e""          signed-off-by: uwe kleine-könig <u.kleine-koenig@pengutronix.de>     signed-off-by: jiri kosina <jkosina@suse.cz> ",1,0,0
883,883,419,    [s390] etr support.          this patch adds support for clock synchronization to an external time     reference (etr). the external time reference sends an oscillator     signal and a synchronization signal every 2^20 microseconds to keep     the tod clocks of all connected servers in sync. for availability     two etr units can be connected to a machine. if the clock deviates,0,1,0
884,884,1029,    create favicon overlay on the client          the initial reason for this change was that graphicsmagick does not     support writing to ico files. this fact lead to a chain of changes:          1. use png instead of ico (browser support is good enough)     2. render the overlays on the client using the canvas api. this way we        only need to store the original favion and g,0,1,1
885,885,768,    add elasticsearch-nio jar for base nio classes (#27801)          this is related to #27802. this commit adds a jar called     elasticsearch-nio that contains the base nio classes that will be used     for the tcp nio transport and eventually the http nio transport.          the jar does not depend on elasticsearch:core  so all references to core     have been removed. ,0,1,0
886,886,443,    drm/i915: expand subslice mask          currently  the subslice_mask runtime parameter is stored as an     array of subslices per slice. expand the subslice mask array to     better match what is presented to userspace through the     i915_query_topology_info ioctl. the index into this array is     then calculated:       slice * subslice stride + subslice index / 8          v2:,0,1,0
887,887,356,    1. added configuration option for 'preferred-nodes' for a clustered actor. the replica set is now tried to be satisfied by the nodes in the list of preferred nodes  if that is not possible  it is randomly selected among the rest.     2. added test for it.     3. fixed wrong java fault-tolerance docs     4. fixed race condition in maintenance of connections to new nodes         ,1,1,0
888,888,376,    add maple board and chessnut pieces  redesign theme selector ,0,1,0
889,889,224,    [spark-25132][sql] case-insensitive field resolution when reading from parquet          ## what changes were proposed in this pull request?     spark sql returns null for a column whose hive metastore schema and parquet schema are in different letter cases  regardless of spark.sql.casesensitive set to true or false. this pr aims to add case-insensitive field resolution for parq,0,1,0
890,890,901,    drm/amdgpu: separate amdgpu_rlc into a single file          separate the function and struct of rlc from the file of gfx.     abstract the function of amdgpu_gfx_rlc_fini.          signed-off-by: likun gao <likun.gao@amd.com>     acked-by: christian könig <christian.koenig@amd.com>     reviewed-by: alex deucher <alexander.deucher@amd.com>     signed-off-by: alex deucher <alexan,0,0,1
891,891,520,    [store] move to on data.path per shard          this commit moves away from using stripe raid-0 simumlation across multiple     data paths towards using a single path per shard. multiple data paths are still     supported but shards and it's data is not striped across multiple paths / disks.     this will for instance prevent to loose all shards if a single disk is corrupted.  ,1,0,0
892,892,124,    add qint32 scalartype and qint32 data type (#19816)          summary:     pull request resolved: https://github.com/pytorch/pytorch/pull/19816          we need this for quantization for bias     add third argument of scalartype to `quantize_linear`          differential revision: d15094174          fbshipit-source-id: f19ec8f4716cf5fe0aa21b38d45af6d27c9ab377 ,0,1,0
893,893,1365,    avr32: use platform_driver_probe for pdc platform driver          the probe function of the pdc platform driver lives in the init section     and so a pdc device that is created after the init section is discarded     probably results in an oops.  even if this cannot happen  using     platform_driver_probe is cleaner.  (if this can happen and should be     supported the probe f,0,0,1
894,894,184,    add scheduler plugin execution duration metric.          address comments          sample metrics          use rand.intn and some cleanup ,0,1,1
895,895,603,    iio: adc: meson-saradc: fix the clock frequency on meson8 and meson8b          gx socs use a 1.2 mhz adc clock  while the older socs use a 1.14 mhz     clock.          a comment in the driver from amlogic's gpl kernel says that it's     running at 1.28 mhz. however  it's actually programming a divider of     20 + 1. with a xtal clock of 24 mhz this results in a frequency of    ,1,0,0
896,896,161,    accumulated work on fsc.          adds the following new options.            -ipv4 use ipv4 rather than ipv6 for the server socket absolute-cp make       -classpath elements absolute paths before sending to server max-idle       -set idle timeout in minutes for fsc (use 0 for no timeout)          my question marks are what are the right defaults for the first two.     former be,0,1,1
897,897,291,    net: fix /proc/net/ip_mr_cache display - v2          /proc/net/ip_mr_cache and /proc/net/ip6_mr_cache displays garbage when     showing unresolved mfc_cache entries.          [root@qemu tests]# cat /proc/net/ip_mr_cache     group    origin   iif     pkts    bytes    wrong oifs     014c00ef 010014ac 1         10    10050        0  2:1    3:1     024c00ef 010014ac 65535      514 ,1,0,0
898,898,318,    drm/radeon/kms: add initial colortiling support.          this adds new set/get tiling interfaces where the pitch     and macro/micro tiling enables can be set. along with     a flag to decide if this object should have a surface when mapped.          the only thing we need to allocate with a mapped surface should be     the frontbuffer. note rotate scanout shouldn't require on,0,1,0
899,899,1457,    golint fixes for daemon/ package           - some method names were changed to have a 'locking' suffix  as the      downcased versions already existed  and the existing functions simply      had locks around the already downcased version.      - deleting unused functions      - package comment      - magic numbers replaced by golang constants      - comments all over          s,1,0,1
900,900,979,"    splits microsoft.codeanalysis  microsoft.codeanalysis.csharp and microsoft.codeanalysis.visualbasic into portable and desktop assemblies.          existing core\source  csharp\source and visualbasic\source directories are renamed to core\portable  csharp\portable and visualbasic\portable.     new sibling desktop folders are added and non-portable source is moved there.     ""sys",0,0,1
901,901,1643,    code restructure to enhance readability ,0,0,1
902,902,289,    optimize performance of maps ,0,0,1
903,903,594,    feature: use virtual dom framework for faster post rendering ,0,1,0
904,904,123,    add counter and gauge services based on in-memory buffers          this seems pretty efficient (approx 12m write/s as opposed to 2m with     the defaultcounterservice). n.b. there is no need to change most of     the rest of the metrics stuff because metrics are write-often  read-     seldom  so we don't need high performance reads as much.          the spring integration confi,0,1,1
905,905,452,    pool `taghelperexecutioncontext`s within `taghelperscopemanager`.          - currently the `taghelperscopemanager` creates a new `taghelperexecutioncontext` per `taghelper` on a given page. with this change the max number of `taghelperexecutioncontext`s per page is the number of nested levels that exist.     - added two tests validating that specific pieces of `taghelperexecuti,0,1,0
906,906,1609,    hwmon: (jc42) change detection class          while the jc42-compatible chips are temperature sensors  i2c_class_spd     makes more sense because these chips always live on memory modules.          signed-off-by: jean delvare <khali@linux-fr.org>     cc: guenter roeck <guenter.roeck@ericsson.com> ,0,0,1
907,907,865,    [routing] fix trailing slash redirection when using redirectableurlmatcher ,1,0,0
908,908,1297,    runtime improvements to triangular solve.          piperorigin-revid: 204804841 ,0,0,1
909,909,1868,    refactor(ivy): remove `i18nconfigurelocalize` instruction (#31609)          this has been replaced by the `loadtranslations()` function in     `@angular/localize/run_time`.          pr close #31609 ,0,0,1
910,910,2011,    fix appending .rb to local formulae names          closes homebrew/homebrew#20926. ,1,0,0
911,911,1735,    fixed #2297  #2300; fixed several warnings ,1,0,0
912,912,800,    mtd: make mtd_partition.name const          this allows to drop a few casts.          signed-off-by: geert uytterhoeven <geert@linux-m68k.org>     signed-off-by: brian norris <computersforpeace@gmail.com> ,0,0,1
913,913,218,    s390/sclp: move uninitialized data to data section          the early sclp code may be called before the bss section is     cleared. therefore move all variables to the data section.          signed-off-by: heiko carstens <heiko.carstens@de.ibm.com>     signed-off-by: martin schwidefsky <schwidefsky@de.ibm.com> ,0,0,1
914,914,1358,    verify allocationids in replication actions (#20320)          replicated operation consist of a routing action (the original)  which is in charge of sending the operation to the primary shard  a primary action which executes the operation on the resolved primary and replica actions which performs the operation on a specific replica. this commit adds the targeted shard's allocat,0,1,0
915,915,1476,    move image pull throttling logic to kubelet/images          this allows runtimes in different packages (dockertools  rkt  kuberuntime) to     share the same logic. before this change  only dockertools support this     feature. now all three packages support image pull throttling. ,0,1,0
916,916,945,    pci: introduce platform_pci_power_manageable function          introduce function pointer platform_pci_power_manageable to be used     by the platform-related code to point to a function allowing us to     check if given device is power manageable by the platform.          introduce acpi_pci_power_manageable() playing that role for acpi.          signed-off-by: rafael j. wysock,0,1,0
917,917,1252,    finagle-mux: propagates `ignorable` status over the network          problem          when a backuprequestfilter raises on a dispatch that has already been sent over     the wire  mux sends a tdiscarded message so that the remote peer knows that the     work is no longer needed.  when the server receives the message  it interrupts     the dispatch on its end.  however  it loses,0,0,1
918,918,536,    added port of spa app to vnext as musicstore.spa     - front-end store (catalog) and login with validation working     - admin pages not working yet ,0,1,0
919,919,711,    refactor(compiler): introduce directive wrappers to generate less code          - for now only wraps the `@input` properties and calls       to `ngoninit`  `ngdocheck` and `ngonchanges` of directives.     - also groups eval sources by ngmodule.          part of #11683 ,0,1,1
920,920,341,    add missing imports ,1,0,0
921,921,351,    acpica: update internal namespace node/handle interfaces          this change deletes the unnecessary acpi_ns_convert_entry_to_handle     interface and renames the acpi_ns_map_handle_to_node interface to     acpi_ns_validate_handle.  acpica bz 798.          http://www.acpica.org/bugzilla/show_bug.cgi?id=798          signed-off-by: bob moore <robert.moore@intel.com>     signed-o,0,0,1
922,922,755,    fs: consolidate dentry kill sequence          the tricky locking for disposing of a dentry is duplicated 3 times in the     dcache (dput  pruning a dentry from the lru  and pruning its ancestors).     consolidate them all into a single function dentry_kill.          signed-off-by: nick piggin <npiggin@kernel.dk> ,0,0,1
923,923,129,    metadata: associate custom attributes with correct rows in generic parameters metadata table. fixes #121. (changeset 1384436) ,1,0,0
924,924,1574,    refactoring monitor code  support prometheus (#1668)          * refactoring monitor code  support prometheus     * remove vendor ,0,0,1
925,925,843,"    deps: intl: check in ""small-icu"" 57.1          * this commit has ""small"" icu 57.1.     see other related commit for tools to generate this commit.          fixes: https://github.com/nodejs/node/issues/3476     pr-url: https://github.com/nodejs/node/pull/6088     reviewed-by: james m snell <jasnell@gmail.com> ",1,0,0
926,926,1393,    [xfs] silence gcc4 warnings.  the directory ones are wrong because of     information gcc could not find out (that a directory always has a ..     entry)  the others are outright gcc bugs.          sgi-pv: 943511     sgi-modid: xfs-linux:xfs-kern:200055a          signed-off-by: christoph hellwig <hch@sgi.com>     signed-off-by: nathan scott <nathans@sgi.com> ,1,0,0
927,927,217,    2.x: cleanup of style and other minor things  9/14-1 (#4552)          * 2.x: cleanup of style and other minor things  9/14-1          * disable the other checks ,0,0,1
928,928,288,"    drm/i915: replace ""_load"" with ""_probe"" consequently          use the ""_probe"" nomenclature not only in i915_driver_probe() helper     name but also in other related function / variable names for     consistency.  only the userspace exposed name of a related module     parameter is left untouched.          signed-off-by: janusz krzysztofik <janusz.krzysztofik@linux.intel.com>  ",0,0,1
929,929,1787,    add a hostfailurelistener to notify client code if a node got disconnected (#21709)          today there is no way to get notified if a node is disconnected. client code     must poll the transportclient constantly to detect that a node is not connected     anymore in order to react and add new nodes or notify altering etc. for instance     if a hostname  gets resolved to an ip,0,1,0
930,930,680,    fixed gpu::pyrup (now it matches cpu analog)     fixed several warnings ,1,0,0
931,931,752,    make modelbindingcontext.result non-nullable          this change simplifies a bunch of code and fits more in line with the     current design of model binding.          now  a model binder only has to do anything if it was successful.     'return' is enough to indicate failure. ,0,0,1
932,932,638,    fixed #21127 -- started deprecation toward requiring on_delete for foreignkey/onetoonefield ,1,0,0
933,933,432,    feat(ivy): add support of applicationref.bootstrapmodulefactory (#23811)          pr close #23811 ,0,1,0
934,934,326,    [net] tipc: fix whitespace errors.          signed-off-by: yoshifuji hideaki <yoshfuji@linux-ipv6.org>     signed-off-by: david s. miller <davem@davemloft.net> ,1,0,0
935,935,1223,    move x-pack-core to core package (elastic/x-pack-elasticsearch#3678)          this commit moves the source file in x-pack-core to a org.elasticsearch.xpack.core package. this is to prevent issues where we have compile-time success reaching through packages that will cross module boundaries at runtime (due to being in different classloaders). by moving these to a separate packag,0,0,1
936,936,1691,    [patch] pcmcia: embed dev_link_t into struct pcmcia_device          embed dev_link_t into struct pcmcia_device()  as they basically address the     same entity. the actual contents of dev_link_t will be cleaned up step by step.     this patch includes a bugfix from and signed-off-by andrew morton.          signed-off-by: dominik brodowski <linux@dominikbrodowski.net> ,0,0,1
937,937,4,    [spark-9372] [sql] filter nulls in join keys          this pr adds an optimization rule  `filternullsinjoinkey`  to add `filter` before join operators to filter out rows having null values for join keys.          this optimization is guarded by a new sql conf  `spark.sql.advancedoptimization`.          the code in this pr was authored by yhuai; i'm opening this pr to factor out,0,0,1
938,938,1590,    sql: improve painless script generated from `in` (#35055)          replace standard `||` and `==` painless operators with     new `in` method introduced in `internalsqlscriptutils`.     this allows the list of values to become a script variable     which is replaced each time with the list of  values provided     by the user.          move in to the same package as inpipe & inp,0,0,1
939,939,1659,    * rename php_compat.[ch] to flock_compat.[ch] and move it to ext/standard     * fix win32 compilation ,1,0,1
940,940,380,    d3.geo.area: improve handling of tiny polygons. ,0,0,1
941,941,1138,    vgaarbiter: rst-ifiy and polish kerneldoc          move the documentation into documentation/gpu  link it up and pull in     the kernel doc.          no actual text changes except that i did polish the kerneldoc a bit      especially for vga_client_register().          v2: remove some rst from vga-switcheroo.rst that i don't understand      but which seems to be the reason why ,0,0,1
942,942,1041,    stdlibunittest: add a facility to activate autorelease pools only on platforms that don't implement the return-autoreleased optimization          swift svn r29295 ,0,1,0
943,943,1903,    [patch] dvb: modified dvb_register_adapter() to avoid kmalloc/kfree          modified dvb_register_adapter() to avoid kmalloc/kfree.  drivers have to embed     struct dvb_adapter into their private data struct from now on.  (andreas     oberritter)          signed-off-by: johannes stezenbach <js@linuxtv.org>     signed-off-by: andrew morton <akpm@osdl.org>     signed-off-by: li,0,1,0
944,944,1285,    nfc: introduce new valueptr/valueref typedefs to simplify the transition to value being value-typed.          this is an initial step to refactoring the representation of opresult as proposed in: https://groups.google.com/a/tensorflow.org/g/mlir/c/xxzzkhqqf_0/m/v6bkb08wcgaj          this change will make it much simpler to incrementally transition all of the existing code to us,0,1,1
945,945,257,    do not init() the hud until it's needed.          this avoids initializing around 15 (almost all unused) huds on sites     like gmail and google inbox.          because the hud is small  there is not noticable flicker. ,0,0,1
946,946,1337,    tools: add babel-eslint          create tools/update-babel-eslint.sh script and execute it to do the     first installation of the package.     update tools/license-builder.sh and execute it to add babel-eslint's     license to our license file.          pr-url: https://github.com/nodejs/node/pull/17820     reviewed-by: matteo collina <matteo.collina@gmail.com>     reviewed-by:,0,1,0
947,947,539,    patch-ids: stop using a hand-rolled hashmap implementation          this change will use the hashmap from the hashmap.h to keep track of the     patch_ids that have been encountered instead of using an internal     implementation.  this simplifies the implementation of the patch ids.          signed-off-by: kevin willford <kcwillford@gmail.com>     signed-off-by: junio c hamano,0,0,1
948,948,127,    arm: kprobes: fix unreliable mrs instruction tests          for the instruction 'mrs rn  cpsr' the resulting value of rn can vary due to     external factors we can't control. so get the test code to mask out these     indeterminate bits.          signed-off-by: jon medhurst <tixy@linaro.org> ,1,0,0
